author_number,author_info
2,"[('Anna Lavizzari', ' Department of Political and Social Sciences, Scuola Normale Superiore, Florence, Italy', 'https://www.tandfonline.com/author/Lavizzari%2C+Anna'), ('Massimo Prearo', ' Department of Humanities, University of Verona, Verona, Italy', 'https://www.tandfonline.com/author/Prearo%2C+Massimo')]"
0,[]
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Pietro Castelli Gattinara', ' Centre for Research on Extremism (C-REX), University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Castelli+Gattinara%2C+Pietro'), ('Andrea L. P. Pirro', ' Department of Political and Social Sciences, Scuola Normale Superiore, Florence, Italy', 'https://www.tandfonline.com/author/Pirro%2C+Andrea+L+P')]"
1,"[('Michael Minkenberg', ' Comparative Politics, European University Viadrina, Frankfurt (Oder), Germany', 'https://www.tandfonline.com/author/Minkenberg%2C+Michael')]"
2,"[('Swen Hutter', ' European University Institute, San Domenico di Fiesole, Italy', 'https://www.tandfonline.com/author/Hutter%2C+Swen'), ('Endre Borbáth', ' European University Institute, San Domenico di Fiesole, Italy', 'https://www.tandfonline.com/author/Borb%C3%A1th%2C+Endre')]"
2,"[('Caterina Froio', ' European School of Political and Social Sciences, Lille, France; C-REX, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Froio%2C+Caterina'), ('Bharath Ganesh', ' Oxford Internet Institute, Oxford University, Oxford, UK', 'https://www.tandfonline.com/author/Ganesh%2C+Bharath')]"
2,"[('Ofra Klein', ' Department of Political and Social Sciences, European University Institute, Florence, Italy', 'https://www.tandfonline.com/author/Klein%2C+Ofra'), ('Jasper Muis', ' Department of Sociology, VU University Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Muis%2C+Jasper')]"
2,"[('Sofia Tipaldou', ' School of Arts, Languages and Cultures (SALC), Faculty of Humanities, The University of Manchester, Manchester, UK', 'https://www.tandfonline.com/author/Tipaldou%2C+Sofia'), ('Katrin Uba', ' Department of Government, Uppsala University, Uppsala, Sweden', 'https://www.tandfonline.com/author/Uba%2C+Katrin')]"
2,"[('Gabriella Elgenius', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Elgenius%2C+Gabriella'), ('Jens Rydgren', ' Department of Sociology, University of Stockholm, Stockholm, Sweden', 'https://www.tandfonline.com/author/Rydgren%2C+Jens')]"
2,"[('Andrea L. P. Pirro', ' Department of Political and Social Sciences, Scuola Normale Superiore, Florence, Italy', 'https://www.tandfonline.com/author/Pirro%2C+Andrea+L+P'), ('Dániel Róna', ' Institute of Political Science, Corvinus University of Budapest &amp; Hungarian Academy of Sciences (MTA), Budapest, Hungary', 'https://www.tandfonline.com/author/R%C3%B3na%2C+D%C3%A1niel')]"
1,"[('Sebastian Koos', ' Department of Politics and Public Administration, University of Konstanz, Konstanz, Germany', 'https://www.tandfonline.com/author/Koos%2C+Sebastian')]"
5,"[('Julia Hofmann', ' Department of Sociology, University of Vienna, Vienna, Austria', 'https://www.tandfonline.com/author/Hofmann%2C+Julia'), ('Carina Altreiter', ' Department of Sociology, University of Vienna, Vienna, Austria', 'https://www.tandfonline.com/author/Altreiter%2C+Carina'), ('Jörg Flecker', ' Department of Sociology, University of Vienna, Vienna, Austria', 'https://www.tandfonline.com/author/Flecker%2C+J%C3%B6rg'), ('Saskja Schindler', ' Department of Sociology, University of Vienna, Vienna, Austria', 'https://www.tandfonline.com/author/Schindler%2C+Saskja'), ('Ruth Simsa', ' Department of Socioeconomics, University of Economics and Business, Vienna, Austria', 'https://www.tandfonline.com/author/Simsa%2C+Ruth')]"
2,"[('Wolfgang Aschauer', ' Department of Political Science and Sociology, Division Sociology and Cultural Science, University of Salzburg, Salzburg, Austria', 'https://www.tandfonline.com/author/Aschauer%2C+Wolfgang'), ('Jochen Mayerl', ' Faculty of Social Sciences, Division Empirical Social Research, University of Kaiserslautern, Kaiserslautern, Germany', 'https://www.tandfonline.com/author/Mayerl%2C+Jochen')]"
2,"[('Sebastian Koos', ' Department of Politics and Public Administration, University of Konstanz, Konstanz, Germany', 'https://www.tandfonline.com/author/Koos%2C+Sebastian'), ('Verena Seibel', ' Department of Sociology, University of Groningen, Groningen, Netherlands', 'https://www.tandfonline.com/author/Seibel%2C+Verena')]"
2,"[('Francesca Forno', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Forno%2C+Francesca'), ('Paolo Graziano', ' Department of Political Science, Law and International Studies, University of Padova, Padova, Italy', 'https://www.tandfonline.com/author/Graziano%2C+Paolo')]"
3,"[('María Gómez Garrido', ' Department of Philosophy and Social Work, Universitat de les Illes Balears, Palma – Illes Balears, Spain', 'https://www.tandfonline.com/author/G%C3%B3mez+Garrido%2C+Mar%C3%ADa'), ('M. Antònia Carbonero Gamundí', ' Department of Philosophy and Social Work, Universitat de les Illes Balears, Palma – Illes Balears, Spain', 'https://www.tandfonline.com/author/Carbonero+Gamund%C3%AD%2C+M+Ant%C3%B2nia'), ('Anahí Viladrich', ' Department of Sociology, Queens College – City University of New York, Flushing, NY, USA', 'https://www.tandfonline.com/author/Viladrich%2C+Anah%C3%AD')]"
1,"[('Bart Meuleman', ' Institute for Social and Political Opinion Research (ISPO) / Centre for Sociological Research (CeSO), University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Meuleman%2C+Bart')]"
1,"[('Michalis Lianos', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Eline Berkers', ' Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Berkers%2C+Eline'), ('Inge Sieben', ' Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Sieben%2C+Inge')]"
2,"[('Marco Tosi', ' Department of Social policy, London School of Economics, London, England', 'https://www.tandfonline.com/author/Tosi%2C+Marco'), ('Filippo Oncini', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Oncini%2C+Filippo')]"
2,"[('Michael Tåhlin', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/T%C3%A5hlin%2C+Michael'), ('Johan Westerman', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Westerman%2C+Johan')]"
4,"[('Elias Naumann', ' Collaborative Research Centre “The Political Economy of Reforms”, University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Naumann%2C+Elias'), ('Wouter De Tavernier', ' Centre for Comparative Welfare Studies (CCWS), Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/de+Tavernier%2C+Wouter'), ('Laura Naegele', ' Department of Ageing and Work, University Vechta, Vechta, Germany', 'https://www.tandfonline.com/author/Naegele%2C+Laura'), ('Moritz Hess', ' Research Center on Inequality and Social Policy (SOCIUM), University Bremen, Bremen, Germany', 'https://www.tandfonline.com/author/Hess%2C+Moritz')]"
1,"[('Martin Lakomý', ' Department of Sociology/Office for Population Studies, Faculty of Social Studies, Masaryk University, Brno, Czech Republic', 'https://www.tandfonline.com/author/Lakom%C3%BD%2C+Martin')]"
1,"[('Mihai Stelian Rusu', ' Department of Sociology, Lucian Blaga University of Sibiu, Sibiu, Romania', 'https://www.tandfonline.com/author/Rusu%2C+Mihai+Stelian')]"
1,"[('Denis Ivanov', ' Institute of World Economy, Corvinus University of Budapest, Hungary', 'https://www.tandfonline.com/author/Ivanov%2C+Denis')]"
1,"[('Adriana Mica', ' University of Warsaw – Research Unit on Action and Consequences, Warsaw', 'https://www.tandfonline.com/author/Mica%2C+Adriana')]"
1,"[('Larissa G. Titarenko', ' Department of Sociology, Belarusian State University, Minsk, Republic of Belarus', 'https://www.tandfonline.com/author/Titarenko%2C+Larissa+G')]"
3,"[('Peter Robert', ' Department of Sociology and Social Work, Széchenyi University, Gyor, Hungary; TARKI Social Research Institute, Budapest, Hungary', 'https://www.tandfonline.com/author/Robert%2C+Peter'), ('Ellu Saar', ' TARKI Social Research Institute, Budapest, Hungary', 'https://www.tandfonline.com/author/Saar%2C+Ellu'), ('Margarita Kazjulja', ' Institute of International Social Studies, School of Governance, Law and Society, Tallinn University, Tallinn, Estonia', 'https://www.tandfonline.com/author/Kazjulja%2C+Margarita')]"
1,"[('Tove Mogstad Aspøy', ' Fafo Institute for Labour and Social Research, Oslo, Norway; Department of Sociology and Human Geography, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Asp%C3%B8y%2C+Tove+Mogstad')]"
1,"[('Anne-Marie Jeannet', ' European University Institute, Migration Policy Centre, Florence, Italy; Dondena Centre for Social Dynamics and Public Policy, Bocconi University, Milan, Italy', 'https://www.tandfonline.com/author/Jeannet%2C+Anne-Marie')]"
3,"[('Martín Portos', ' COSMOS &amp; Istituto di Scienze Umane e Sociali, Scuola Normale Superiore, Firenze, Italy', 'https://www.tandfonline.com/author/Portos%2C+Mart%C3%ADn'), ('Lorenzo Bosi', ' COSMOS &amp; Istituto di Scienze Umane e Sociali, Scuola Normale Superiore, Firenze, Italy', 'https://www.tandfonline.com/author/Bosi%2C+Lorenzo'), ('Lorenzo Zamponi', ' COSMOS &amp; Istituto di Scienze Umane e Sociali, Scuola Normale Superiore, Firenze, Italy', 'https://www.tandfonline.com/author/Zamponi%2C+Lorenzo')]"
1,"[('Ridvan Peshkopia', ' Department of Political Science, University for Business and Technology, Prishtina, Kosovo; Department of Applied Mathematics, University of Tirana, Tirana, Albania', 'https://www.tandfonline.com/author/Peshkopia%2C+Ridvan')]"
1,"[('Michalis Lianos', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Nico Stawarz', 'a Federal Institute for Population Research, Wiesbaden, Germany', 'https://www.tandfonline.com/author/Stawarz%2C+Nico'), ('Michael Müller', 'b Hochschule Koblenz, Germany', 'https://www.tandfonline.com/author/M%C3%BCller%2C+Michael')]"
1,"[('Ditte Andersen', 'Department of Social Policy, VIVE – The Danish Center for Social Science Research, Copenhagen, Denmark', 'https://www.tandfonline.com/author/Andersen%2C+Ditte')]"
3,"[('Holger Lengfeld', 'a Institute of Sociology, Leipzig University, Leipzig, Germany', 'https://www.tandfonline.com/author/Lengfeld%2C+Holger'), ('Florian K. Kley', 'a Institute of Sociology, Leipzig University, Leipzig, Germany', 'https://www.tandfonline.com/author/Kley%2C+Florian+K'), ('Julia Häuberer', 'b Department of Socio-economics, Universität Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/H%C3%A4uberer%2C+Julia')]"
3,"[('Maximilian Filsinger', 'a Institute of Political Science, University of Bern, Bern, Switzerland', 'https://www.tandfonline.com/author/Filsinger%2C+Maximilian'), ('Kathrin Ackermann', 'b Institute of Political Science, Heidelberg University, Heidelberg, Germany;c Institute for Empirical-Analytical Research (InFER), Goethe University Frankfurt, Frankfurt, Germany', 'https://www.tandfonline.com/author/Ackermann%2C+Kathrin'), ('Markus Freitag', 'a Institute of Political Science, University of Bern, Bern, Switzerland', 'https://www.tandfonline.com/author/Freitag%2C+Markus')]"
2,"[('Katharina Herlofson', 'a Norwegian Social Research (NOVA), OsloMet – Oslo Metropolitan University, Oslo, Norway', 'https://www.tandfonline.com/author/Herlofson%2C+Katharina'), ('Martina Brandt', 'b Institute for Sociology, TU Dortmund University, Dortmund, Germany', 'https://www.tandfonline.com/author/Brandt%2C+Martina')]"
2,"[('Valentina Cuzzocrea', 'a Dipartimento di Scienze Politiche e Sociali, Università degli Studi di Cagliari, Cagliari, Italy', 'https://www.tandfonline.com/author/Cuzzocrea%2C+Valentina'), ('Rebecca Collins', 'b Department of Geography and International Development, University of Chester, Chester, UK', 'https://www.tandfonline.com/author/Collins%2C+Rebecca')]"
2,"[('Sanna Kailaheimo-Lönnqvist', 'Department of Social Research, University of Turku, Turku, Finland', 'https://www.tandfonline.com/author/Kailaheimo-L%C3%B6nnqvist%2C+Sanna'), ('Jani Erola', 'Department of Social Research, University of Turku, Turku, Finland', 'https://www.tandfonline.com/author/Erola%2C+Jani')]"
3,"[('Josefina Sipinen', 'a Faculty of Management and Business, Degree Programme in Politics, Tampere, Finland', 'https://www.tandfonline.com/author/Sipinen%2C+Josefina'), ('Peter Söderlund', 'b Faculty of Social Sciences, Business and Economics, Department of Political Science, Åbo, Finland', 'https://www.tandfonline.com/author/S%C3%B6derlund%2C+Peter'), ('Maria Bäck', 'c University of Helsinki, Faculty of Social Sciences, Politics and Organisations, Helsinki, Finland', 'https://www.tandfonline.com/author/B%C3%A4ck%2C+Maria')]"
2,"[('Mathew J. Creighton', 'a School of Sociology, University College Dublin, Dublin, Ireland;b Geary Institute for Public Policy, UCD, Dublin, Ireland', 'https://www.tandfonline.com/author/Creighton%2C+Mathew+J'), ('Zan Strabac', 'c Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Strabac%2C+Zan')]"
4,"[('Gunn Elisabeth Birkelund', 'a Department of Sociology and Human Geography, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Birkelund%2C+Gunn+Elisabeth'), ('Lars E. F. Johannessen', 'b Department of Social Work, Child Welfare and Social Policy, OsloMet – Oslo Metropolitan University, Oslo, Norway', 'https://www.tandfonline.com/author/Johannessen%2C+Lars+E+F'), ('Erik Børve Rasmussen', 'b Department of Social Work, Child Welfare and Social Policy, OsloMet – Oslo Metropolitan University, Oslo, Norway', 'https://www.tandfonline.com/author/Rasmussen%2C+Erik+B%C3%B8rve'), ('Jon Rogstad', 'c Fafo, Institute for Labour and Social Research, Oslo, Norway', 'https://www.tandfonline.com/author/Rogstad%2C+Jon')]"
1,"[('Alin Croitoru', 'Lucian Blaga University of Sibiu', 'https://www.tandfonline.com/author/Croitoru%2C+Alin')]"
1,"[('Klaus Kraemer', 'Department of Sociology, University of Graz, Graz, Austria', 'https://www.tandfonline.com/author/Kraemer%2C+Klaus')]"
2,"[('Jens Rydgren', 'a Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Rydgren%2C+Jens'), ('Maria Tyrberg', 'b Department of Political Science, University of Gothenburg, Goteborg, Sweden', 'https://www.tandfonline.com/author/Tyrberg%2C+Maria')]"
2,"[('Sebastien Rojon', 'Vrije Universiteit Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Rojon%2C+Sebastien'), ('Arieke J. Rijken', 'Vrije Universiteit Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Rijken%2C+Arieke+J')]"
2,"[('Deniz Yucel', 'a Department of Sociology &amp; Criminal Justice, William Paterson University of New Jersey, Wayne, New Jersey, USA', 'https://www.tandfonline.com/author/Yucel%2C+Deniz'), ('Charis Psaltis', 'b Department of Psychology, University of Cyprus, Nicosia, Cyprus', 'https://www.tandfonline.com/author/Psaltis%2C+Charis')]"
2,"[('Josep Ubalde', 'Faculty of Bussines and Economics, Universitat Rovira i Virgili, Reus, Spain', 'https://www.tandfonline.com/author/Ubalde%2C+Josep'), ('Amado Alarcón', 'Faculty of Bussines and Economics, Universitat Rovira i Virgili, Reus, Spain', 'https://www.tandfonline.com/author/Alarc%C3%B3n%2C+Amado')]"
1,"[('Akhlaq Ahmad', 'Faculty of Social Sciences, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Ahmad%2C+Akhlaq')]"
2,"[('Sigita Doblytė', 'Department of Sociology, University of Oviedo, Oviedo, Spain', 'https://www.tandfonline.com/author/Doblyt%C4%97%2C+Sigita'), ('Aroa Tejero', 'Department of Sociology, University of Oviedo, Oviedo, Spain', 'https://www.tandfonline.com/author/Tejero%2C+Aroa')]"
1,"[('Michal Kozák', 'Department of Sociology, University of Bergen, Bergen, Norway', 'https://www.tandfonline.com/author/Koz%C3%A1k%2C+Michal')]"
2,"[('Sven Broschinski', 'Institute for Social Sciences, University of Oldenburg, Oldenburg, Germany', 'https://www.tandfonline.com/author/Broschinski%2C+Sven'), ('Marie-Luise Assmann', 'Institute for Social Sciences, University of Oldenburg, Oldenburg, Germany', 'https://www.tandfonline.com/author/Assmann%2C+Marie-Luise')]"
2,"[('Maren Toft', 'a Department of Sociology and Human Geography, University of Oslo, Norway', 'https://www.tandfonline.com/author/Toft%2C+Maren'), ('Vegard Jarness', 'b Centre for the study of professions, Oslo Metropolitan University, Norway', 'https://www.tandfonline.com/author/Jarness%2C+Vegard')]"
3,"[('Alessandra Gaia', 'University of Milano—Bicocca, Milan, Italy', 'https://www.tandfonline.com/author/Gaia%2C+Alessandra'), ('Emanuela Sala', 'University of Milano—Bicocca, Milan, Italy', 'https://www.tandfonline.com/author/Sala%2C+Emanuela'), ('Gabriele Cerati', 'University of Milano—Bicocca, Milan, Italy', 'https://www.tandfonline.com/author/Cerati%2C+Gabriele')]"
2,"[('Marco Albertini', 'a Department of Political and Social Sciences, University of Bologna, Bologna, Italy', 'https://www.tandfonline.com/author/Albertini%2C+Marco'), ('Elisa Brini', 'b Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Brini%2C+Elisa')]"
4,"[('Antonio D. Cámara', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/C%C3%A1mara%2C+Antonio+D'), ('Carmen Rodríguez-Guzmán', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/Rodr%C3%ADguez-Guzm%C3%A1n%2C+Carmen'), ('I. Barroso-Benítez', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/Barroso-Ben%C3%ADtez%2C+I'), ('Felipe Morente-Mejías', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/Morente-Mej%C3%ADas%2C+Felipe')]"
1,"[('Urangoo Bulgamaa', 'PhD candidate, Institute for World Economy, Corvinus University of Budapest', 'https://www.tandfonline.com/author/Bulgamaa%2C+Urangoo')]"
1,"[('Michalis Lianos', 'Editor-in-chief, University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
6,"[('Maria Grasso', 'a School of Politics and International Relations, Queen Mary University of London, London, UK', 'https://www.tandfonline.com/author/Grasso%2C+Maria'), ('Martina Klicperová-Baker', 'b Institute of Psychology, Czech Academy of Sciences, the Czech Republic &amp; Department of Political Science, San Diego State University, San Diego, CA, USA', 'https://www.tandfonline.com/author/Klicperov%C3%A1-Baker%2C+Martina'), ('Sebastian Koos', 'c Department of Politics and Public Administration, University of Konstanz, Konstanz, Germany', 'https://www.tandfonline.com/author/Koos%2C+Sebastian'), ('Yuliya Kosyakova', 'd Institute for Employment Research (IAB), Nuremberg, Germany;e Chair of Sociology, Societal Comparison, University of Mannheim, Mannheim, Germany;f Chair of Sociology, Area Societal Stratification, Otto-Friedrich University of Bamberg, Bamberg, Germany', 'https://www.tandfonline.com/author/Kosyakova%2C+Yuliya'), ('Antonello Petrillo', 'g Chairs of General Sociology, Sociology of Islam, and Sociology of Territories and Populations, University Suor Orsola Benincasa, Naples, Italy', 'https://www.tandfonline.com/author/Petrillo%2C+Antonello'), ('Ionela Vlase', 'h Sociology Department, Lucian Blaga University of Sibiu, Sibiu, Romania', 'https://www.tandfonline.com/author/Vlase%2C+Ionela')]"
1,"[('Nate Breznau', 'SOCIUM Research Center on Inequality and Social Policy, University of Bremen, Bremen, Germany', 'https://www.tandfonline.com/author/Breznau%2C+Nate')]"
5,"[('David Buil-Gil', 'a Department of Criminology, The University of Manchester, Manchester, United Kingdom of Great Britain and Northern Ireland', 'https://www.tandfonline.com/author/Buil-Gil%2C+David'), ('Fernando Miró-Llinares', 'b Crímina Research Center for the Study and Prevention of Crime, Miguel Hernandez University of Elche, Elche, Spain', 'https://www.tandfonline.com/author/Mir%C3%B3-Llinares%2C+Fernando'), ('Asier Moneva', 'b Crímina Research Center for the Study and Prevention of Crime, Miguel Hernandez University of Elche, Elche, Spain', 'https://www.tandfonline.com/author/Moneva%2C+Asier'), ('Steven Kemp', 'c Department of Public Law, University of Girona, Girona, Spain', 'https://www.tandfonline.com/author/Kemp%2C+Steven'), ('Nacho Díaz-Castaño', 'b Crímina Research Center for the Study and Prevention of Crime, Miguel Hernandez University of Elche, Elche, Spain', 'https://www.tandfonline.com/author/D%C3%ADaz-Casta%C3%B1o%2C+Nacho')]"
2,"[('Alfonso Iozzo', 'a Centro Studi sul Federalismo, Moncalieri, Italy', 'https://www.tandfonline.com/author/Iozzo%2C+Alfonso'), ('Fabio Masini', 'b Political Sciences, Roma Tre University, Roma, Italy', 'https://www.tandfonline.com/author/Masini%2C+Fabio')]"
3,"[('Christian S. Czymara', 'Goethe-Universitat Frankfurt am Main, Sociology, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Czymara%2C+Christian+S'), ('Alexander Langenkamp', 'Goethe-Universitat Frankfurt am Main, Sociology, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Langenkamp%2C+Alexander'), ('Tomás Cano', 'Goethe-Universitat Frankfurt am Main, Sociology, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Cano%2C+Tom%C3%A1s')]"
3,"[('Alessandra Minello', 'a Department of Statistics, Computer Science, Applications “G. Parenti” (DiSIA), University of Florence, Firenze, Italy', 'https://www.tandfonline.com/author/Minello%2C+Alessandra'), ('Sara Martucci', 'b Mercy College, Dobbs Ferry, USA', 'https://www.tandfonline.com/author/Martucci%2C+Sara'), ('Lidia K. C. Manzo', 'c University of Milan, Milano, Italy', 'https://www.tandfonline.com/author/Manzo%2C+Lidia+K+C')]"
4,"[('Éva Fodor', 'a Department of Gender Studies, Central European University, Budapest, Hungary', 'https://www.tandfonline.com/author/Fodor%2C+%C3%89va'), ('Anikó Gregor', 'b Department of Social Research Methodology, Faculty of Social Sciences, ELTE University, Budapest, Hungary;c Free University, Berlin, Germany', 'https://www.tandfonline.com/author/Gregor%2C+Anik%C3%B3'), ('Júlia Koltai', 'b Department of Social Research Methodology, Faculty of Social Sciences, ELTE University, Budapest, Hungary;d Centre for Social Sciences, Hungarian Academy of Sciences Centre for Excellence, Budapest, Hungary', 'https://www.tandfonline.com/author/Koltai%2C+J%C3%BAlia'), ('Eszter Kováts', 'e Institute of Political Science, Faculty of Law, ELTE University, Budapest, Hungary', 'https://www.tandfonline.com/author/Kov%C3%A1ts%2C+Eszter')]"
3,"[('Juan Sebastián Fernández-Prados', 'a Sociology, CEMyRI, University of Almeria, Almeria, Spain', 'https://www.tandfonline.com/author/Fern%C3%A1ndez-Prados%2C+Juan+Sebasti%C3%A1n'), ('Antonia Lozano-Díaz', 'b Education, University of Almeria, Almeria, Spain', 'https://www.tandfonline.com/author/Lozano-D%C3%ADaz%2C+Antonia'), ('Jesús Muyor-Rodríguez', 'c Social Work, University of Almeria, Almeria, Spain', 'https://www.tandfonline.com/author/Muyor-Rodr%C3%ADguez%2C+Jes%C3%BAs')]"
3,"[('Hjalmar Bang Carlsen', 'a SODAS and Department of Sociology, University of Copenhagen, København K, Denmark', 'https://www.tandfonline.com/author/Carlsen%2C+Hjalmar+Bang'), ('Jonas Toubøl', 'b Department of Sociology, University of Copenhagen, København K, Denmark', 'https://www.tandfonline.com/author/Toub%C3%B8l%2C+Jonas'), ('Benedikte Brincker', 'b Department of Sociology, University of Copenhagen, København K, Denmark', 'https://www.tandfonline.com/author/Brincker%2C+Benedikte')]"
3,"[('Femke Vandenberg', 'Department of Arts and Culture Studies, Erasmus University, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Vandenberg%2C+Femke'), ('Michaël Berghman', 'Department of Arts and Culture Studies, Erasmus University, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Berghman%2C+Micha%C3%ABl'), ('Julian Schaap', 'Department of Arts and Culture Studies, Erasmus University, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Schaap%2C+Julian')]"
6,"[('Tim Reeskens', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Reeskens%2C+Tim'), ('Quita Muis', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Muis%2C+Quita'), ('Inge Sieben', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Sieben%2C+Inge'), ('Leen Vandecasteele', 'b University of Lausanne NCCR LIVES, Lausanne, Switzerland', 'https://www.tandfonline.com/author/Vandecasteele%2C+Leen'), ('Ruud Luijkx', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands;c Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Luijkx%2C+Ruud'), ('Loek Halman', 'a Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Halman%2C+Loek')]"
3,"[('Sabrina Zajak', 'a German Center for Integration and Migration Research, Berlin, Germany', 'https://www.tandfonline.com/author/Zajak%2C+Sabrina'), ('Katarina Stjepandić', 'b Humboldt University Berlin Department of Social Sciences, Berlin Institute for Empirical Integration- and Migration Research (BIM), Berlin, Germany', 'https://www.tandfonline.com/author/Stjepandi%C4%87%2C+Katarina'), ('Elias Steinhilper', 'a German Center for Integration and Migration Research, Berlin, Germany', 'https://www.tandfonline.com/author/Steinhilper%2C+Elias')]"
1,"[('Michael Mutz', 'Justus-Liebig-University Giessen, Social Science of Sport, Giessen Germany', 'https://www.tandfonline.com/author/Mutz%2C+Michael')]"
2,"[('Malina Voicu', 'Research Institute for Quality of Life, Romanian Academy, Bucharest, Romania', 'https://www.tandfonline.com/author/Voicu%2C+Malina'), ('Delia Bădoi', 'Research Institute for Quality of Life, Romanian Academy, Bucharest, Romania', 'https://www.tandfonline.com/author/B%C4%83doi%2C+Delia')]"
2,"[('Rose Cook', 'a Global Institute for Women’s Leadership, The Policy Institute, King’s College London, London, UK', 'https://www.tandfonline.com/author/Cook%2C+Rose'), ('Damian Grimshaw', ""b King's Business School, King's College London, London, UK"", 'https://www.tandfonline.com/author/Grimshaw%2C+Damian')]"
3,"[('Malte Reichelt', 'a Division of Social Science, New York University Abu Dhabi, UAE;b Institute for Employment Research, Nuremberg, Germany', 'https://www.tandfonline.com/author/Reichelt%2C+Malte'), ('Kinga Makovi', 'a Division of Social Science, New York University Abu Dhabi, UAE', 'https://www.tandfonline.com/author/Makovi%2C+Kinga'), ('Anahit Sargsyan', 'a Division of Social Science, New York University Abu Dhabi, UAE', 'https://www.tandfonline.com/author/Sargsyan%2C+Anahit')]"
2,"[('Cătălin Augustin Stoica', 'Department of Sociology, National University for Political Studies and Public Administration, Bucharest, Romania', 'https://www.tandfonline.com/author/Stoica%2C+C%C4%83t%C4%83lin+Augustin'), ('Radu Umbreș', 'Department of Sociology, National University for Political Studies and Public Administration, Bucharest, Romania', 'https://www.tandfonline.com/author/Umbre%C8%99%2C+Radu')]"
1,"[('Lars Erik Løvaas Gjerde', 'Department of Political and Social Sciences, European University Institute, Fiesole, Italy', 'https://www.tandfonline.com/author/Gjerde%2C+Lars+Erik+L%C3%B8vaas')]"
2,"[('Kerstin Hoenig', 'a German Institute for Adult Education Leibniz Centre for Lifelong Learning, Research Infrastructures, Bonn, Germany', 'https://www.tandfonline.com/author/Hoenig%2C+Kerstin'), ('Sebastian E. Wenz', 'b GESIS Institute of Social Sciences Cologne Branch, Koln, Germany', 'https://www.tandfonline.com/author/Wenz%2C+Sebastian+E')]"
