number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
21,5,3,Article,672,703,21 Dec 2016,23 Mar 2018,20 May 2019,"['Solidarity', 'perceived ethnic threat', 'societal malaise', 'European areas', 'European Social Survey', 'attitudes towards immigrants', 'ethnocentrism']",The dynamics of ethnocentrism in Europe. A comparison of enduring and emerging determinants of solidarity towards immigrants,2,"[('Wolfgang Aschauer', ' Department of Political Science and Sociology, Division Sociology and Cultural Science, University of Salzburg, Salzburg, Austria', 'https://www.tandfonline.com/author/Aschauer%2C+Wolfgang'), ('Jochen Mayerl', ' Faculty of Social Sciences, Division Empirical Social Research, University of Kaiserslautern, Kaiserslautern, Germany', 'https://www.tandfonline.com/author/Mayerl%2C+Jochen')]","3,727",5,0
21,5,4,Article,704,728,16 Jul 2018,08 Apr 2019,22 May 2019,"['Refugees', 'crisis', 'solidarity', 'attitudes', 'cross-national comparison', 'migration']","Solidarity with refugees across Europe. A comparative analysis of public support for helping forced migrants<span class=""ref-lnk fn-ref-lnk""><a data-reflink=""fn"" data-rid=""FN0000"" href=""#""><sup>1</sup></a><span class=""ref-overlay scrollable-ref""><span class=""ref-close"">",2,"[('Sebastian Koos', ' Department of Politics and Public Administration, University of Konstanz, Konstanz, Germany', 'https://www.tandfonline.com/author/Koos%2C+Sebastian'), ('Verena Seibel', ' Department of Sociology, University of Groningen, Groningen, Netherlands', 'https://www.tandfonline.com/author/Seibel%2C+Verena')]","1,005",8,3
21,5,5,Article,729,752,16 Jan 2017,24 Apr 2018,20 May 2019,"['Sustainable community movement organisations', 'alternative economic practices', 'social movements', 'political consumerism', 'Italy']",From global to glocal. Sustainable Community Movement Organisations (SCMOs) in times of crisis,2,"[('Francesca Forno', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Forno%2C+Francesca'), ('Paolo Graziano', ' Department of Political Science, Law and International Studies, University of Padova, Padova, Italy', 'https://www.tandfonline.com/author/Graziano%2C+Paolo')]",242,2,0
21,5,6,Article,753,773,21 Dec 2016,17 Jul 2018,12 Sep 2018,"['Food banks', 'charity', 'political solidarity', 'inter-recognition', 'stigma']",The role of grassroots food banks in building political solidarity with vulnerable people,3,"[('María Gómez Garrido', ' Department of Philosophy and Social Work, Universitat de les Illes Balears, Palma – Illes Balears, Spain', 'https://www.tandfonline.com/author/G%C3%B3mez+Garrido%2C+Mar%C3%ADa'), ('M. Antònia Carbonero Gamundí', ' Department of Philosophy and Social Work, Universitat de les Illes Balears, Palma – Illes Balears, Spain', 'https://www.tandfonline.com/author/Carbonero+Gamund%C3%AD%2C+M+Ant%C3%B2nia'), ('Anahí Viladrich', ' Department of Sociology, Queens College – City University of New York, Flushing, NY, USA', 'https://www.tandfonline.com/author/Viladrich%2C+Anah%C3%AD')]",411,2,5
21,5,7,Article,774,801,21 Dec 2016,01 Feb 2018,25 May 2019,"['Income inequality', 'redistributive preferences', 'median voter hypothesis', 'age-period-cohort analysis', 'British Social Attitudes survey', 'General Social Survey']",The economic context of solidarity. Period vs. cohort differences in support for income redistribution in Britain and the United States,1,"[('Bart Meuleman', ' Institute for Social and Political Opinion Research (ISPO) / Centre for Sociological Research (CeSO), University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Meuleman%2C+Bart')]",155,1,3
22,1,1,editorial,1,3,,,16 Jan 2020,[],‘OK Boomer’,1,"[('Michalis Lianos', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]","1,520",0,0
22,1,2,Article,4,25,21 Nov 2017,22 Jun 2018,21 Aug 2018,"['Atheism', 'autonomy', 'obedience', 'religion', 'collectivism', 'cross-national research']",The atheistic factor? Explaining the link between atheistic beliefs and child-rearing values in 30 countries in Europe,2,"[('Eline Berkers', ' Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Berkers%2C+Eline'), ('Inge Sieben', ' Department of Sociology, Tilburg University, Tilburg, Netherlands', 'https://www.tandfonline.com/author/Sieben%2C+Inge')]","2,654",1,0
22,1,3,Article,26,46,20 Feb 2018,02 Nov 2018,21 Nov 2018,"['Religiosity', 'family relations', 'intergenerational solidarity', 'traditional attitudes', 'Italy']",‘The fourth commandment effect’: church attendance and intergenerational support in late parent–child relationships,2,"[('Marco Tosi', ' Department of Social policy, London School of Economics, London, England', 'https://www.tandfonline.com/author/Tosi%2C+Marco'), ('Filippo Oncini', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Oncini%2C+Filippo')]",221,2,0
22,1,4,Article,47,76,04 Dec 2017,01 Nov 2018,10 Dec 2018,"['Youth employment', 'skill upgrading', 'overeducation']",Youth employment decline and the structural change of skill,2,"[('Michael Tåhlin', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/T%C3%A5hlin%2C+Michael'), ('Johan Westerman', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Westerman%2C+Johan')]","1,963",1,0
22,1,5,Article,77,100,,,04 Sep 2019,"['Attitudes', 'active labour market policy', 'ageism', 'survey experiment', 'legitimacy', 'deservingness']",Public support for sanctioning older unemployed – a survey experiment in 21 European countries,4,"[('Elias Naumann', ' Collaborative Research Centre “The Political Economy of Reforms”, University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Naumann%2C+Elias'), ('Wouter De Tavernier', ' Centre for Comparative Welfare Studies (CCWS), Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/de+Tavernier%2C+Wouter'), ('Laura Naegele', ' Department of Ageing and Work, University Vechta, Vechta, Germany', 'https://www.tandfonline.com/author/Naegele%2C+Laura'), ('Moritz Hess', ' Research Center on Inequality and Social Policy (SOCIUM), University Bremen, Bremen, Germany', 'https://www.tandfonline.com/author/Hess%2C+Moritz')]",473,0,14
22,1,6,Article,101,121,11 Oct 2018,01 Nov 2018,19 Nov 2018,"['Caregiving', 'quality of life', 'active ageing', 'SHARE', 'cross-national research']",Is providing informal care a path to meaningful and satisfying ageing?,1,"[('Martin Lakomý', ' Department of Sociology/Office for Population Studies, Faculty of Social Studies, Masaryk University, Brno, Czech Republic', 'https://www.tandfonline.com/author/Lakom%C3%BD%2C+Martin')]",297,3,1
22,1,7,Article,122,148,03 Sep 2018,23 Feb 2019,13 May 2019,"['Politics of death', 'national days of mourning', 'sociology of culture', 'European Values Survey']",Nations in black: charting the national thanatopolitics of mourning across European countries,1,"[('Mihai Stelian Rusu', ' Department of Sociology, Lucian Blaga University of Sibiu, Sibiu, Romania', 'https://www.tandfonline.com/author/Rusu%2C+Mihai+Stelian')]",152,2,5
22,1,8,book review,149,151,,,25 Apr 2019,[],The great leveler: violence and the history of inequality from the stone age to the twenty-first century,1,"[('Denis Ivanov', ' Institute of World Economy, Corvinus University of Budapest, Hungary', 'https://www.tandfonline.com/author/Ivanov%2C+Denis')]",159,0,0
22,1,9,book review,151,154,,,17 Oct 2019,[],When things don’t fall apart: global financial governance and developmental finance in an age of productive incoherence,1,"[('Adriana Mica', ' University of Warsaw – Research Unit on Action and Consequences, Warsaw', 'https://www.tandfonline.com/author/Mica%2C+Adriana')]",100,0,1
22,1,10,book review,154,156,,,22 Oct 2019,[],Challenges of individualization,1,"[('Larissa G. Titarenko', ' Department of Sociology, Belarusian State University, Minsk, Republic of Belarus', 'https://www.tandfonline.com/author/Titarenko%2C+Larissa+G')]",62,0,0
22,2,1,Article,157,187,,,09 Jul 2019,"['Returns to education', 'occupational status', 'unemployment', 'labour market', 'the 2008 economic crisis', 'comparative analysis']",Individual and institutional influences on EU labour market returns to education: a comparison of the effect of the 2008 economic crisis on eight EU countries,3,"[('Peter Robert', ' Department of Sociology and Social Work, Széchenyi University, Gyor, Hungary; TARKI Social Research Institute, Budapest, Hungary', 'https://www.tandfonline.com/author/Robert%2C+Peter'), ('Ellu Saar', ' TARKI Social Research Institute, Budapest, Hungary', 'https://www.tandfonline.com/author/Saar%2C+Ellu'), ('Margarita Kazjulja', ' Institute of International Social Studies, School of Governance, Law and Society, Tallinn University, Tallinn, Estonia', 'https://www.tandfonline.com/author/Kazjulja%2C+Margarita')]",160,0,2
22,2,2,Article,188,210,28 Jan 2018,16 Aug 2019,17 Sep 2019,"['Education', 'employment regime theory', 'job autonomy', 'job learning', 'job quality']","Low education, high job quality? Job autonomy and learning among workers without higher education in Scandinavia, the United Kingdom and Ireland",1,"[('Tove Mogstad Aspøy', ' Fafo Institute for Labour and Social Research, Oslo, Norway; Department of Sociology and Human Geography, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Asp%C3%B8y%2C+Tove+Mogstad')]",287,0,0
22,2,3,Article,211,230,,,01 Dec 2019,"['Immigration', 'political distrust', 'Europe']",Immigration and political distrust in Europe: a comparative longitudinal study,1,"[('Anne-Marie Jeannet', ' European University Institute, Migration Policy Centre, Florence, Italy; Dondena Centre for Social Dynamics and Public Policy, Bocconi University, Milan, Italy', 'https://www.tandfonline.com/author/Jeannet%2C+Anne-Marie')]",401,0,22
22,2,4,Article,231,265,12 Feb 2018,24 Feb 2019,10 May 2019,"['Electoral abstention', 'non-electoral participation', 'latent class analysis', 'European politics']",Life beyond the ballot box: the political participation and non-participation of electoral abstainers,3,"[('Martín Portos', ' COSMOS &amp; Istituto di Scienze Umane e Sociali, Scuola Normale Superiore, Firenze, Italy', 'https://www.tandfonline.com/author/Portos%2C+Mart%C3%ADn'), ('Lorenzo Bosi', ' COSMOS &amp; Istituto di Scienze Umane e Sociali, Scuola Normale Superiore, Firenze, Italy', 'https://www.tandfonline.com/author/Bosi%2C+Lorenzo'), ('Lorenzo Zamponi', ' COSMOS &amp; Istituto di Scienze Umane e Sociali, Scuola Normale Superiore, Firenze, Italy', 'https://www.tandfonline.com/author/Zamponi%2C+Lorenzo')]",573,3,8
22,2,5,Article,266,289,05 Aug 2018,16 Aug 2019,23 Sep 2019,"['EU membership conditionality', 'country’s sovereignty', 'elites and masses', 'public opinion', 'political trust', 'Albania']",An ally to the people: EU membership conditionality and Albanians’ attitudes toward EU membership,1,"[('Ridvan Peshkopia', ' Department of Political Science, University for Business and Technology, Prishtina, Kosovo; Department of Applied Mathematics, University of Tirana, Tirana, Albania', 'https://www.tandfonline.com/author/Peshkopia%2C+Ridvan')]",203,1,0
22,3,1,editorial,291,292,,,26 May 2020,[],The welfare state: where hope and fear meet,1,"[('Michalis Lianos', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",458,1,3
22,3,2,Article,293,316,17 Dec 2018,04 Sep 2019,14 Nov 2019,"['Anti-immigrant attitudes', 'social identity theory', 'social mobility', 'unemployment', 'fixed effects regression', 'Germany']","Concerns regarding immigration in Germany: how subjective fears, becoming unemployed and social mobility change anti-immigrant attitudes",2,"[('Nico Stawarz', 'a Federal Institute for Population Research, Wiesbaden, Germany', 'https://www.tandfonline.com/author/Stawarz%2C+Nico'), ('Michael Müller', 'b Hochschule Koblenz, Germany', 'https://www.tandfonline.com/author/M%C3%BCller%2C+Michael')]",271,1,10
22,3,3,Article,317,336,11 Dec 2018,05 May 2019,16 May 2019,"['Welfare state dependency', 'case study', 'welfare benefits', 'the Danish welfare state', 'intergenerational transmission of welfare dependency', 'welfare exits']",Stuck! Welfare state dependency as lived experience,1,"[('Ditte Andersen', 'Department of Social Policy, VIVE – The Danish Center for Social Science Research, Copenhagen, Denmark', 'https://www.tandfonline.com/author/Andersen%2C+Ditte')]",428,1,8
22,3,4,Article,337,367,29 Nov 2016,06 Jan 2020,17 Feb 2020,"['Attitudinal research', 'European integration', 'European solidarity tax', 'sovereign debt crisis', 'willingness to pay']",Contemplating the Eurozone crisis: are European citizens willing to pay for a European solidarity tax? Evidence from Germany and Portugal,3,"[('Holger Lengfeld', 'a Institute of Sociology, Leipzig University, Leipzig, Germany', 'https://www.tandfonline.com/author/Lengfeld%2C+Holger'), ('Florian K. Kley', 'a Institute of Sociology, Leipzig University, Leipzig, Germany', 'https://www.tandfonline.com/author/Kley%2C+Florian+K'), ('Julia Häuberer', 'b Department of Socio-economics, Universität Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/H%C3%A4uberer%2C+Julia')]",200,2,5
22,3,5,Article,368,389,18 Dec 2018,28 Aug 2019,25 Sep 2019,"['Internet', 'volunteering', 'voluntary organizations', 'European Union', 'comparative analysis']",Surfing to help? An empirical analysis of Internet use and volunteering in 27 European societies,3,"[('Maximilian Filsinger', 'a Institute of Political Science, University of Bern, Bern, Switzerland', 'https://www.tandfonline.com/author/Filsinger%2C+Maximilian'), ('Kathrin Ackermann', 'b Institute of Political Science, Heidelberg University, Heidelberg, Germany;c Institute for Empirical-Analytical Research (InFER), Goethe University Frankfurt, Frankfurt, Germany', 'https://www.tandfonline.com/author/Ackermann%2C+Kathrin'), ('Markus Freitag', 'a Institute of Political Science, University of Bern, Bern, Switzerland', 'https://www.tandfonline.com/author/Freitag%2C+Markus')]",239,1,5
22,3,6,Article,390,410,01 Aug 2018,31 Oct 2019,25 Nov 2019,"['Grandparenting', 'intergenerational relationships', 'parent care', 'sandwich generation']","Helping older parents in Europe: the importance of grandparenthood, gender and care regime",2,"[('Katharina Herlofson', 'a Norwegian Social Research (NOVA), OsloMet – Oslo Metropolitan University, Oslo, Norway', 'https://www.tandfonline.com/author/Herlofson%2C+Katharina'), ('Martina Brandt', 'b Institute for Sociology, TU Dortmund University, Dortmund, Germany', 'https://www.tandfonline.com/author/Brandt%2C+Martina')]","1,480",4,1
22,4,1,Article,411,432,02 Dec 2018,11 Oct 2019,21 Nov 2019,"['Youth policy', 'online platforms', 'wiki', 'collaboration', 'youth', 'digital ethnography']",Youth transitions as ‘wiki-transitions’ in youth policies platforms,2,"[('Valentina Cuzzocrea', 'a Dipartimento di Scienze Politiche e Sociali, Università degli Studi di Cagliari, Cagliari, Italy', 'https://www.tandfonline.com/author/Cuzzocrea%2C+Valentina'), ('Rebecca Collins', 'b Department of Geography and International Development, University of Chester, Chester, UK', 'https://www.tandfonline.com/author/Collins%2C+Rebecca')]",210,0,3
22,4,2,Article,433,455,14 Feb 2019,25 Dec 2019,03 Feb 2020,"['Parental death', 'maternal death', 'paternal death', 'social inheritance', 'higher education', 'children']",Child’s age at parental death and university education,2,"[('Sanna Kailaheimo-Lönnqvist', 'Department of Social Research, University of Turku, Turku, Finland', 'https://www.tandfonline.com/author/Kailaheimo-L%C3%B6nnqvist%2C+Sanna'), ('Jani Erola', 'Department of Social Research, University of Turku, Turku, Finland', 'https://www.tandfonline.com/author/Erola%2C+Jani')]","1,928",1,16
22,4,3,Article,456,479,11 Jun 2019,23 Feb 2020,14 May 2020,"['Generalised trust', 'immigration attitudes', 'social cohesion', 'contextual effects', 'multilevel model']",The relevance of contextual generalised trust in explaining individual immigration sentiments,3,"[('Josefina Sipinen', 'a Faculty of Management and Business, Degree Programme in Politics, Tampere, Finland', 'https://www.tandfonline.com/author/Sipinen%2C+Josefina'), ('Peter Söderlund', 'b Faculty of Social Sciences, Business and Economics, Department of Political Science, Åbo, Finland', 'https://www.tandfonline.com/author/S%C3%B6derlund%2C+Peter'), ('Maria Bäck', 'c University of Helsinki, Faculty of Social Sciences, Politics and Organisations, Helsinki, Finland', 'https://www.tandfonline.com/author/B%C3%A4ck%2C+Maria')]",189,1,7
22,4,4,Article,480,502,01 Nov 2018,03 May 2020,21 May 2020,"['Anti-immigrant sentiment', 'immigration', 'populism', 'Norway', 'experimental design']",Party affiliation and support for Muslim newcomers: masked opposition in the Norwegian context,2,"[('Mathew J. Creighton', 'a School of Sociology, University College Dublin, Dublin, Ireland;b Geary Institute for Public Policy, UCD, Dublin, Ireland', 'https://www.tandfonline.com/author/Creighton%2C+Mathew+J'), ('Zan Strabac', 'c Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Strabac%2C+Zan')]",146,0,1
22,4,5,Article,503,524,,,06 Jun 2020,"['Stereotypes', 'discrimination', 'experiences', 'employment', 'interviews', 'workers']","Experience, stereotypes and discrimination. Employers’ reflections on their hiring behavior",4,"[('Gunn Elisabeth Birkelund', 'a Department of Sociology and Human Geography, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Birkelund%2C+Gunn+Elisabeth'), ('Lars E. F. Johannessen', 'b Department of Social Work, Child Welfare and Social Policy, OsloMet – Oslo Metropolitan University, Oslo, Norway', 'https://www.tandfonline.com/author/Johannessen%2C+Lars+E+F'), ('Erik Børve Rasmussen', 'b Department of Social Work, Child Welfare and Social Policy, OsloMet – Oslo Metropolitan University, Oslo, Norway', 'https://www.tandfonline.com/author/Rasmussen%2C+Erik+B%C3%B8rve'), ('Jon Rogstad', 'c Fafo, Institute for Labour and Social Research, Oslo, Norway', 'https://www.tandfonline.com/author/Rogstad%2C+Jon')]","7,486",0,13
22,4,6,book review,525,527,,,04 Jun 2020,[],"Transnational return and social change: hierarchies, identities and ideas",1,"[('Alin Croitoru', 'Lucian Blaga University of Sibiu', 'https://www.tandfonline.com/author/Croitoru%2C+Alin')]",63,0,0
22,5,1,Article,529,554,12 Apr 2019,31 Oct 2019,19 Nov 2019,"['Nationalism', 'right-wing populism', 'transnationalization', 'Pierre Bourdieu', 'cultural capital']",Longing for a national container. On the symbolic economy of Europe's new nationalism,1,"[('Klaus Kraemer', 'Department of Sociology, University of Graz, Graz, Austria', 'https://www.tandfonline.com/author/Kraemer%2C+Klaus')]","1,298",0,6
22,5,2,Article,555,580,19 Sep 2019,27 Jun 2020,16 Jul 2020,"['Ethnic competition', 'group position threat', 'social marginalization', 'radical right', 'voting support']",Contextual explanations of radical right-wing party support in Sweden: a multilevel analysis,2,"[('Jens Rydgren', 'a Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Rydgren%2C+Jens'), ('Maria Tyrberg', 'b Department of Political Science, University of Gothenburg, Goteborg, Sweden', 'https://www.tandfonline.com/author/Tyrberg%2C+Maria')]","1,727",1,26
22,5,3,Article,581,609,14 Jun 2019,09 Sep 2020,08 Oct 2020,"['Referendums', 'radical right', 'radical left', 'populism', 'direct democracy', 'political participation']",Are radical right and radical left voters direct democrats? Explaining differences in referendum support between radical and moderate voters in Europe,2,"[('Sebastien Rojon', 'Vrije Universiteit Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Rojon%2C+Sebastien'), ('Arieke J. Rijken', 'Vrije Universiteit Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Rijken%2C+Arieke+J')]",918,0,4
22,5,4,Article,610,635,,,24 Jul 2020,"['Direct contact', 'indirect contact', 'prejudice', 'Greek Cypriots', 'Turkish Cypriots']",The effects of direct and indirect contact on prejudice: 2007 and 2017 results among Greek Cypriots and Turkish Cypriots,2,"[('Deniz Yucel', 'a Department of Sociology &amp; Criminal Justice, William Paterson University of New Jersey, Wayne, New Jersey, USA', 'https://www.tandfonline.com/author/Yucel%2C+Deniz'), ('Charis Psaltis', 'b Department of Psychology, University of Cyprus, Nicosia, Cyprus', 'https://www.tandfonline.com/author/Psaltis%2C+Charis')]",233,0,3
22,5,5,Article,636,658,28 Mar 2019,05 Dec 2019,29 Jan 2020,"['Immigrants', 'occupational status', 'language skills', 'disadvantage', 'attitudes', 'Europe']",Immigrant disadvantage in the labour market: the role of attitudinal context,2,"[('Josep Ubalde', 'Faculty of Bussines and Economics, Universitat Rovira i Virgili, Reus, Spain', 'https://www.tandfonline.com/author/Ubalde%2C+Josep'), ('Amado Alarcón', 'Faculty of Bussines and Economics, Universitat Rovira i Virgili, Reus, Spain', 'https://www.tandfonline.com/author/Alarc%C3%B3n%2C+Amado')]",273,0,6
22,5,6,Article,659,681,29 Feb 2020,08 Sep 2020,02 Oct 2020,"['Ethnic discrimination', 'correspondence experiment', 'recruitment', 'Finland', 'immigrants']",Ethnic discrimination against second-generation immigrants in hiring: empirical evidence from a correspondence test,1,"[('Akhlaq Ahmad', 'Faculty of Social Sciences, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Ahmad%2C+Akhlaq')]",977,0,3
23,1,1,Article,1,22,13 Oct 2019,28 Jan 2020,31 Mar 2020,"['Welfare attitudes', 'cultural values', 'self-interests', 'family policy', 'welfare state', 'Southern Europe']","What, where, and how: drivers of welfare attitudes toward work-family reconciliation policies in South European societies",2,"[('Sigita Doblytė', 'Department of Sociology, University of Oviedo, Oviedo, Spain', 'https://www.tandfonline.com/author/Doblyt%C4%97%2C+Sigita'), ('Aroa Tejero', 'Department of Sociology, University of Oviedo, Oviedo, Spain', 'https://www.tandfonline.com/author/Tejero%2C+Aroa')]",190,0,0
23,1,2,Article,23,45,26 Jun 2019,09 Apr 2020,07 May 2020,"['universal basic income', 'employment commitment', 'work ethic', 'work orientations', 'welfare attitudes', 'European social survey']",Cultural productivism and public support for the universal basic income from a cross-national perspective,1,"[('Michal Kozák', 'Department of Sociology, University of Bergen, Bergen, Norway', 'https://www.tandfonline.com/author/Koz%C3%A1k%2C+Michal')]","1,359",0,0
23,1,3,Article,46,70,23 Aug 2019,28 Apr 2020,18 May 2020,"['Youth unemployment', 'public employment services', 'job search', 'crisis', 'multilevel analysis', 'active labour market policy']",The relevance of public employment services for the labour market integration of low-qualified young people – a cross-European perspective,2,"[('Sven Broschinski', 'Institute for Social Sciences, University of Oldenburg, Oldenburg, Germany', 'https://www.tandfonline.com/author/Broschinski%2C+Sven'), ('Marie-Luise Assmann', 'Institute for Social Sciences, University of Oldenburg, Oldenburg, Germany', 'https://www.tandfonline.com/author/Assmann%2C+Marie-Luise')]",167,0,0
23,1,4,Article,71,97,,,23 Sep 2020,"['Assortative mating', 'closure', 'cultural capital', 'elites', 'marriage']",Upper-class romance: homogamy at the apex of the class structure,2,"[('Maren Toft', 'a Department of Sociology and Human Geography, University of Oslo, Norway', 'https://www.tandfonline.com/author/Toft%2C+Maren'), ('Vegard Jarness', 'b Centre for the study of professions, Oslo Metropolitan University, Norway', 'https://www.tandfonline.com/author/Jarness%2C+Vegard')]","1,514",0,17
23,1,5,Article,98,118,18 Jun 2019,01 Apr 2020,19 May 2020,"['Ageing', 'social networking sites', 'social media', 'well-being', 'life satisfaction', 'socio-economic inequalities']",Social networking sites use and life satisfaction. A quantitative study on older people living in Europe,3,"[('Alessandra Gaia', 'University of Milano—Bicocca, Milan, Italy', 'https://www.tandfonline.com/author/Gaia%2C+Alessandra'), ('Emanuela Sala', 'University of Milano—Bicocca, Milan, Italy', 'https://www.tandfonline.com/author/Sala%2C+Emanuela'), ('Gabriele Cerati', 'University of Milano—Bicocca, Milan, Italy', 'https://www.tandfonline.com/author/Cerati%2C+Gabriele')]",437,4,1
23,1,6,Article,119,160,13 Apr 2019,28 Apr 2020,18 May 2020,"['Childlessness', 'theory of planned behaviour', 'fertility intentions', 'Generations and gender Surveys', 'childfree']","I’ve changed my mind. The intentions to be childless, their stability and realisation",2,"[('Marco Albertini', 'a Department of Political and Social Sciences, University of Bologna, Bologna, Italy', 'https://www.tandfonline.com/author/Albertini%2C+Marco'), ('Elisa Brini', 'b Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Brini%2C+Elisa')]",313,0,18
23,1,7,Article,161,189,01 Aug 2019,26 Jun 2020,20 Jul 2020,"['Solo living', 'one-person households', 'second demographic transition', 'generational replacement', 'demographic analysis', 'Spain']",Sociodemographic analysis of an accelerated transition: the rise of solo living in Spain,4,"[('Antonio D. Cámara', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/C%C3%A1mara%2C+Antonio+D'), ('Carmen Rodríguez-Guzmán', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/Rodr%C3%ADguez-Guzm%C3%A1n%2C+Carmen'), ('I. Barroso-Benítez', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/Barroso-Ben%C3%ADtez%2C+I'), ('Felipe Morente-Mejías', 'Bussiness Management, Marketing and Sociology, Universidad de Jaen, Jaen, Spain', 'https://www.tandfonline.com/author/Morente-Mej%C3%ADas%2C+Felipe')]",538,0,0
23,1,8,book review,190,191,,,28 Jan 2021,[],The case for degrowth,1,"[('Urangoo Bulgamaa', 'PhD candidate, Institute for World Economy, Corvinus University of Budapest', 'https://www.tandfonline.com/author/Bulgamaa%2C+Urangoo')]",82,0,3
23,S1,1,editorial,S1,S1,,,20 Jan 2021,[],European sociology’s rapid response,1,"[('Michalis Lianos', 'Editor-in-chief, University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",513,0,0
23,S1,2,introduction,S2,S32,02 Dec 2020,22 Dec 2020,27 Jan 2021,"['Coronavirus crisis', 'COVID-19 pandemic', 'inequality', 'solidarity', 'Europe']",The impact of the coronavirus crisis on European societies. What have we learnt and where do we go from here? – Introduction to the COVID volume,6,"[('Maria Grasso', 'a School of Politics and International Relations, Queen Mary University of London, London, UK', 'https://www.tandfonline.com/author/Grasso%2C+Maria'), ('Martina Klicperová-Baker', 'b Institute of Psychology, Czech Academy of Sciences, the Czech Republic &amp; Department of Political Science, San Diego State University, San Diego, CA, USA', 'https://www.tandfonline.com/author/Klicperov%C3%A1-Baker%2C+Martina'), ('Sebastian Koos', 'c Department of Politics and Public Administration, University of Konstanz, Konstanz, Germany', 'https://www.tandfonline.com/author/Koos%2C+Sebastian'), ('Yuliya Kosyakova', 'd Institute for Employment Research (IAB), Nuremberg, Germany;e Chair of Sociology, Societal Comparison, University of Mannheim, Mannheim, Germany;f Chair of Sociology, Area Societal Stratification, Otto-Friedrich University of Bamberg, Bamberg, Germany', 'https://www.tandfonline.com/author/Kosyakova%2C+Yuliya'), ('Antonello Petrillo', 'g Chairs of General Sociology, Sociology of Islam, and Sociology of Territories and Populations, University Suor Orsola Benincasa, Naples, Italy', 'https://www.tandfonline.com/author/Petrillo%2C+Antonello'), ('Ionela Vlase', 'h Sociology Department, Lucian Blaga University of Sibiu, Sibiu, Romania', 'https://www.tandfonline.com/author/Vlase%2C+Ionela')]","2,722",0,14
23,S1,3,Article,S33,S46,26 Jun 2020,03 Jul 2020,01 Aug 2020,"['Welfare state', 'risk perceptions', 'government intervention', 'Novel Coronavirus Pandemic']",The welfare state and risk perceptions: the Novel Coronavirus Pandemic and public concern in 70 countries,1,"[('Nate Breznau', 'SOCIUM Research Center on Inequality and Social Policy, University of Bremen, Bremen, Germany', 'https://www.tandfonline.com/author/Breznau%2C+Nate')]","2,678",5,10
